# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Ex4_005467	Ex4_005467	Ex4_005467-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005468	Ex4_005468	Ex4_005468-T1	protein_coding	1	0	0	0	0	0	0	0	1	0	1	0	0
Ex4_005469	Ex4_005469	Ex4_005469-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_005470	Ex4_005470	Ex4_005470-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005471	Ex4_005471	Ex4_005471-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005513	Ex4_005513	Ex4_005513-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005514	Ex4_005514	Ex4_005514-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005515	Ex4_005515	Ex4_005515-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005516	Ex4_005516	Ex4_005516-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005517	Ex4_005517	Ex4_005517-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005578	Ex4_005578	Ex4_005578-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005579	Ex4_005579	Ex4_005579-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005592	Ex4_005592	Ex4_005592-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005593	Ex4_005593	Ex4_005593-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005594	Ex4_005594	Ex4_005594-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005595	Ex4_005595	Ex4_005595-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005634	Ex4_005634	Ex4_005634-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005635	Ex4_005635	Ex4_005635-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_005636	Ex4_005636	Ex4_005636-T1	protein_coding	0	0	1	1	1	0	1	0	0	0	0	0	0
Ex4_005637	Ex4_005637	Ex4_005637-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005642	Ex4_005642	Ex4_005642-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005643	Ex4_005643	Ex4_005643-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_005644	Ex4_005644	Ex4_005644-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005645	Ex4_005645	Ex4_005645-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005647	Ex4_005647	Ex4_005647-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005648	Ex4_005648	Ex4_005648-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005649	Ex4_005649	Ex4_005649-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005650	Ex4_005650	Ex4_005650-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005669	Ex4_005669	Ex4_005669-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005670	Ex4_005670	Ex4_005670-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005671	Ex4_005671	Ex4_005671-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005672	Ex4_005672	Ex4_005672-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005732	Ex4_005732	Ex4_005732-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005769	Ex4_005769	Ex4_005769-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005770	Ex4_005770	Ex4_005770-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005771	Ex4_005771	Ex4_005771-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005772	Ex4_005772	Ex4_005772-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005800	Ex4_005800	Ex4_005800-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_005801	Ex4_005801	Ex4_005801-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005802	Ex4_005802	Ex4_005802-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005804	Ex4_005804	Ex4_005804-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005805	Ex4_005805	Ex4_005805-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005806	Ex4_005806	Ex4_005806-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005813	Ex4_005813	Ex4_005813-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005814	Ex4_005814	Ex4_005814-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005815	Ex4_005815	Ex4_005815-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005816	Ex4_005816	Ex4_005816-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005836	Ex4_005836	Ex4_005836-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005837	Ex4_005837	Ex4_005837-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005838	Ex4_005838	Ex4_005838-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005839	Ex4_005839	Ex4_005839-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005935	Ex4_005935	Ex4_005935-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005936	Ex4_005936	Ex4_005936-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005937	Ex4_005937	Ex4_005937-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005938	Ex4_005938	Ex4_005938-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005983	Ex4_005983	Ex4_005983-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005984	Ex4_005984	Ex4_005984-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005985	Ex4_005985	Ex4_005985-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005986	Ex4_005986	Ex4_005986-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006066	Ex4_006066	Ex4_006066-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006067	Ex4_006067	Ex4_006067-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006068	Ex4_006068	Ex4_006068-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006108	Ex4_006108	Ex4_006108-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006109	Ex4_006109	Ex4_006109-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006110	Ex4_006110	Ex4_006110-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006111	Ex4_006111	Ex4_006111-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006118	Ex4_006118	Ex4_006118-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006119	Ex4_006119	Ex4_006119-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006120	Ex4_006120	Ex4_006120-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006121	Ex4_006121	Ex4_006121-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006122	Ex4_006122	Ex4_006122-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006148	Ex4_006148	Ex4_006148-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006149	Ex4_006149	Ex4_006149-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006150	Ex4_006150	Ex4_006150-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006151	Ex4_006151	Ex4_006151-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006152	Ex4_006152	Ex4_006152-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006185	Ex4_006185	Ex4_006185-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006186	Ex4_006186	Ex4_006186-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006187	Ex4_006187	Ex4_006187-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006188	Ex4_006188	Ex4_006188-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006189	Ex4_006189	Ex4_006189-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006193	Ex4_006193	Ex4_006193-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006194	Ex4_006194	Ex4_006194-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006195	Ex4_006195	Ex4_006195-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006196	Ex4_006196	Ex4_006196-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006209	Ex4_006209	Ex4_006209-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006210	Ex4_006210	Ex4_006210-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006211	Ex4_006211	Ex4_006211-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006212	Ex4_006212	Ex4_006212-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006213	Ex4_006213	Ex4_006213-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006215	Ex4_006215	Ex4_006215-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006216	Ex4_006216	Ex4_006216-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006217	Ex4_006217	Ex4_006217-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006218	Ex4_006218	Ex4_006218-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006219	Ex4_006219	Ex4_006219-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006220	Ex4_006220	Ex4_006220-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006230	Ex4_006230	Ex4_006230-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006231	Ex4_006231	Ex4_006231-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006232	Ex4_006232	Ex4_006232-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006233	Ex4_006233	Ex4_006233-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006248	Ex4_006248	Ex4_006248-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006249	Ex4_006249	Ex4_006249-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006250	Ex4_006250	Ex4_006250-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006251	Ex4_006251	Ex4_006251-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006252	Ex4_006252	Ex4_006252-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006315	Ex4_006315	Ex4_006315-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006316	Ex4_006316	Ex4_006316-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006317	Ex4_006317	Ex4_006317-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006318	Ex4_006318	Ex4_006318-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006319	Ex4_006319	Ex4_006319-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006336	Ex4_006336	Ex4_006336-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006337	Ex4_006337	Ex4_006337-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006338	Ex4_006338	Ex4_006338-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006339	Ex4_006339	Ex4_006339-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006398	Ex4_006398	Ex4_006398-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006408	Ex4_006408	Ex4_006408-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006409	Ex4_006409	Ex4_006409-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_006410	Ex4_006410	Ex4_006410-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006411	Ex4_006411	Ex4_006411-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006416	Ex4_006416	Ex4_006416-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006417	Ex4_006417	Ex4_006417-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006418	Ex4_006418	Ex4_006418-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006419	Ex4_006419	Ex4_006419-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006420	Ex4_006420	Ex4_006420-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006421	Ex4_006421	Ex4_006421-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006433	Ex4_006433	Ex4_006433-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006434	Ex4_006434	Ex4_006434-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_006435	Ex4_006435	Ex4_006435-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006436	Ex4_006436	Ex4_006436-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006502	Ex4_006502	Ex4_006502-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006503	Ex4_006503	Ex4_006503-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006504	Ex4_006504	Ex4_006504-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006505	Ex4_006505	Ex4_006505-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006523	Ex4_006523	Ex4_006523-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006524	Ex4_006524	Ex4_006524-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006525	Ex4_006525	Ex4_006525-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006526	Ex4_006526	Ex4_006526-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_006527	Ex4_006527	Ex4_006527-T1	protein_coding	1	0	0	1	1	0	0	0	0	1	0	0	0
Ex4_006537	Ex4_006537	Ex4_006537-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006538	Ex4_006538	Ex4_006538-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006539	Ex4_006539	Ex4_006539-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006540	Ex4_006540	Ex4_006540-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006552	Ex4_006552	Ex4_006552-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006553	Ex4_006553	Ex4_006553-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006554	Ex4_006554	Ex4_006554-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006555	Ex4_006555	Ex4_006555-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006556	Ex4_006556	Ex4_006556-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006558	Ex4_006558	Ex4_006558-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006559	Ex4_006559	Ex4_006559-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006560	Ex4_006560	Ex4_006560-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_006561	Ex4_006561	Ex4_006561-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006566	Ex4_006566	Ex4_006566-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006567	Ex4_006567	Ex4_006567-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006568	Ex4_006568	Ex4_006568-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_006569	Ex4_006569	Ex4_006569-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006614	Ex4_006614	Ex4_006614-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006615	Ex4_006615	Ex4_006615-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006616	Ex4_006616	Ex4_006616-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006617	Ex4_006617	Ex4_006617-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006618	Ex4_006618	Ex4_006618-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006632	Ex4_006632	Ex4_006632-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006633	Ex4_006633	Ex4_006633-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006634	Ex4_006634	Ex4_006634-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_006635	Ex4_006635	Ex4_006635-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006636	Ex4_006636	Ex4_006636-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006671	Ex4_006671	Ex4_006671-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006672	Ex4_006672	Ex4_006672-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006673	Ex4_006673	Ex4_006673-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006674	Ex4_006674	Ex4_006674-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006705	Ex4_006705	Ex4_006705-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006706	Ex4_006706	Ex4_006706-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006707	Ex4_006707	Ex4_006707-T1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0
Ex4_006724	Ex4_006724	Ex4_006724-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006725	Ex4_006725	Ex4_006725-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006726	Ex4_006726	Ex4_006726-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006727	Ex4_006727	Ex4_006727-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006774	Ex4_006774	Ex4_006774-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006775	Ex4_006775	Ex4_006775-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006776	Ex4_006776	Ex4_006776-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006777	Ex4_006777	Ex4_006777-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006778	Ex4_006778	Ex4_006778-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006793	Ex4_006793	Ex4_006793-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006794	Ex4_006794	Ex4_006794-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_006795	Ex4_006795	Ex4_006795-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006796	Ex4_006796	Ex4_006796-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006822	Ex4_006822	Ex4_006822-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006823	Ex4_006823	Ex4_006823-T1	protein_coding	0	1	0	1	1	0	0	0	0	0	0	1	0
Ex4_006824	Ex4_006824	Ex4_006824-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_006825	Ex4_006825	Ex4_006825-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_006826	Ex4_006826	Ex4_006826-T1	protein_coding	0	0	1	2	1	0	1	0	0	0	0	0	1
Ex4_006827	Ex4_006827	Ex4_006827-T1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	1
Ex4_006828	Ex4_006828	Ex4_006828-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006841	Ex4_006841	Ex4_006841-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006842	Ex4_006842	Ex4_006842-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006843	Ex4_006843	Ex4_006843-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006850	Ex4_006850	Ex4_006850-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006851	Ex4_006851	Ex4_006851-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006852	Ex4_006852	Ex4_006852-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006853	Ex4_006853	Ex4_006853-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006854	Ex4_006854	Ex4_006854-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006855	Ex4_006855	Ex4_006855-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006899	Ex4_006899	Ex4_006899-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006900	Ex4_006900	Ex4_006900-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006901	Ex4_006901	Ex4_006901-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006949	Ex4_006949	Ex4_006949-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006950	Ex4_006950	Ex4_006950-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006951	Ex4_006951	Ex4_006951-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_006952	Ex4_006952	Ex4_006952-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006953	Ex4_006953	Ex4_006953-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006954	Ex4_006954	Ex4_006954-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006964	Ex4_006964	Ex4_006964-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006965	Ex4_006965	Ex4_006965-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_006966	Ex4_006966	Ex4_006966-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006967	Ex4_006967	Ex4_006967-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006972	Ex4_006972	Ex4_006972-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006973	Ex4_006973	Ex4_006973-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006974	Ex4_006974	Ex4_006974-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_006975	Ex4_006975	Ex4_006975-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_006993	Ex4_006993	Ex4_006993-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007007	Ex4_007007	Ex4_007007-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007008	Ex4_007008	Ex4_007008-T1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0
Ex4_007009	Ex4_007009	Ex4_007009-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007010	Ex4_007010	Ex4_007010-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007077	Ex4_007077	Ex4_007077-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007078	Ex4_007078	Ex4_007078-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007079	Ex4_007079	Ex4_007079-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_007080	Ex4_007080	Ex4_007080-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007081	Ex4_007081	Ex4_007081-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007082	Ex4_007082	Ex4_007082-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_007083	Ex4_007083	Ex4_007083-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007097	Ex4_007097	Ex4_007097-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007098	Ex4_007098	Ex4_007098-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007099	Ex4_007099	Ex4_007099-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
