Orthogroup	E_dermatitidis_DCF04.aa	E_dermatitidis_NIHUT8656.aa
OG0006104	HRR76_006230-T1	HMPREF1120_06000
OG0006105	HRR76_009298-T1	HMPREF1120_08977
OG0006106	HRR76_006006-T1	HMPREF1120_05776
OG0006107	HRR76_007729-T1	HMPREF1120_07500
OG0006108	HRR76_009082-T1	HMPREF1120_08759
OG0006109	HRR76_006019-T1	HMPREF1120_05787
OG0006110	HRR76_005310-T1	HMPREF1120_05109
OG0006111	HRR76_008371-T1	HMPREF1120_08085
OG0006112	HRR76_004677-T1	HMPREF1120_04487
OG0006113	HRR76_003210-T1	HMPREF1120_03054
OG0006114	HRR76_000546-T1	HMPREF1120_00532
OG0006115	HRR76_001038-T1	HMPREF1120_01007
OG0006116	HRR76_007776-T1	HMPREF1120_07547
OG0006117	HRR76_005918-T1	HMPREF1120_05694
OG0006118	HRR76_008322-T1	HMPREF1120_08036
OG0006119	HRR76_004258-T1	HMPREF1120_04060
OG0006120	HRR76_003400-T1	HMPREF1120_03241
OG0006121	HRR76_005108-T1	HMPREF1120_04903
OG0006122	HRR76_009147-T1	HMPREF1120_08822
OG0006123	HRR76_008650-T1	HMPREF1120_08357
OG0006124	HRR76_005413-T1	HMPREF1120_05190
OG0006125	HRR76_005203-T1	HMPREF1120_04998
OG0006126	HRR76_007647-T1	HMPREF1120_07421
OG0006127	HRR76_008789-T1	HMPREF1120_08490
OG0006128	HRR76_004153-T1	HMPREF1120_03962
OG0006129	HRR76_007261-T1	HMPREF1120_07045
OG0006130	HRR76_002325-T1	HMPREF1120_02228
OG0006131	HRR76_004490-T1	HMPREF1120_04291
OG0006132	HRR76_008641-T1	HMPREF1120_08348
OG0006133	HRR76_001592-T1	HMPREF1120_01537
OG0006134	HRR76_002899-T1	HMPREF1120_02774
OG0006135	HRR76_007053-T1	HMPREF1120_06849
OG0006136	HRR76_003549-T1	HMPREF1120_03388
OG0006137	HRR76_000410-T1	HMPREF1120_00400
OG0006138	HRR76_009353-T1	HMPREF1120_09033
OG0006139	HRR76_002356-T1	HMPREF1120_02255
OG0006140	HRR76_000036-T1	HMPREF1120_00044
OG0006141	HRR76_000200-T1	HMPREF1120_00204
OG0006142	HRR76_001194-T1	HMPREF1120_01156
OG0006143	HRR76_008162-T1	HMPREF1120_06568
OG0006144	HRR76_007377-T1	HMPREF1120_07156
OG0006145	HRR76_008961-T1	HMPREF1120_08641
OG0006146	HRR76_008090-T1	HMPREF1120_07850
OG0006147	HRR76_004393-T1	HMPREF1120_04194
OG0006148	HRR76_006563-T1	HMPREF1120_06333
OG0006149	HRR76_001712-T1	HMPREF1120_01659
OG0006150	HRR76_002165-T1	HMPREF1120_02075
OG0006151	HRR76_008564-T1	HMPREF1120_08274
OG0006152	HRR76_000313-T1	HMPREF1120_00306
OG0006153	HRR76_004682-T1	HMPREF1120_04491
OG0006154	HRR76_006580-T1	HMPREF1120_06350
OG0006155	HRR76_009450-T1	HMPREF1120_09123
OG0006156	HRR76_001701-T1	HMPREF1120_01648
OG0006157	HRR76_009077-T1	HMPREF1120_08755
OG0006158	HRR76_004555-T1	HMPREF1120_04365
OG0006159	HRR76_007039-T1	HMPREF1120_06834
OG0006160	HRR76_007400-T1	HMPREF1120_07179
OG0006161	HRR76_005042-T1	HMPREF1120_04836
OG0006162	HRR76_007210-T1	HMPREF1120_06998
OG0006163	HRR76_000327-T1	HMPREF1120_00320
OG0006164	HRR76_003776-T1	HMPREF1120_03613
OG0006165	HRR76_003647-T1	HMPREF1120_03485
OG0006166	HRR76_005282-T1	HMPREF1120_05080
OG0006167	HRR76_003462-T1	HMPREF1120_03302
OG0006168	HRR76_003261-T1	HMPREF1120_03103
OG0006169	HRR76_005481-T1	HMPREF1120_05258
OG0006170	HRR76_006325-T1	HMPREF1120_06098
OG0006171	HRR76_009339-T1	HMPREF1120_09018
OG0006172	HRR76_008810-T1	HMPREF1120_08511
OG0006173	HRR76_005871-T1	HMPREF1120_05648
OG0006174	HRR76_005098-T1	HMPREF1120_04891
OG0006175	HRR76_006196-T1	HMPREF1120_05961
OG0006176	HRR76_005822-T1	HMPREF1120_05599
OG0006177	HRR76_007303-T1	HMPREF1120_07087
OG0006178	HRR76_006999-T1	HMPREF1120_06792
OG0006179	HRR76_005187-T1	HMPREF1120_04981
OG0006180	HRR76_001728-T1	HMPREF1120_01673
OG0006181	HRR76_006757-T1	HMPREF1120_06516
OG0006182	HRR76_009003-T1	HMPREF1120_08681
OG0006183	HRR76_002006-T1	HMPREF1120_01932
OG0006184	HRR76_003967-T1	HMPREF1120_03782
OG0006185	HRR76_004836-T1	HMPREF1120_04640
OG0006186	HRR76_002019-T1	HMPREF1120_01946
OG0006187	HRR76_003729-T1	HMPREF1120_03566
OG0006188	HRR76_000167-T1	HMPREF1120_00172
OG0006189	HRR76_005658-T1	HMPREF1120_05436
OG0006190	HRR76_005427-T1	HMPREF1120_05205
OG0006191	HRR76_009566-T1	HMPREF1120_09241
OG0006192	HRR76_000726-T1	HMPREF1120_00707
OG0006193	HRR76_002563-T1	HMPREF1120_02446
OG0006194	HRR76_003377-T1	HMPREF1120_03218
OG0006195	HRR76_005574-T1	HMPREF1120_05350
OG0006196	HRR76_006165-T1	HMPREF1120_05932
OG0006197	HRR76_004603-T1	HMPREF1120_04414
OG0006198	HRR76_004579-T1	HMPREF1120_04388
OG0006199	HRR76_000381-T1	HMPREF1120_00372
OG0006200	HRR76_008100-T1	HMPREF1120_07859
OG0006201	HRR76_008910-T1	HMPREF1120_08590
OG0006202	HRR76_002580-T1	HMPREF1120_02463
OG0006203	HRR76_005971-T1	HMPREF1120_05744
OG0006204	HRR76_005134-T1	HMPREF1120_04929
OG0006205	HRR76_001085-T1	HMPREF1120_01054
OG0006206	HRR76_003053-T1	HMPREF1120_02919
OG0006207	HRR76_000461-T1	HMPREF1120_00449
OG0006208	HRR76_004526-T1	HMPREF1120_04327
OG0006209	HRR76_008318-T1	HMPREF1120_08032
OG0006210	HRR76_005922-T1	HMPREF1120_05698
OG0006211	HRR76_005277-T1	HMPREF1120_05075
OG0006212	HRR76_006356-T1	HMPREF1120_06127
OG0006213	HRR76_004139-T1	HMPREF1120_03949
OG0006214	HRR76_001245-T1	HMPREF1120_01204
OG0006215	HRR76_000779-T2	HMPREF1120_00756
OG0006216	HRR76_007549-T1	HMPREF1120_07324
OG0006217	HRR76_004936-T1	HMPREF1120_04735
OG0006218	HRR76_005532-T1	HMPREF1120_05310
OG0006219	HRR76_002322-T1	HMPREF1120_02225
OG0006220	HRR76_002861-T1	HMPREF1120_02737
OG0006221	HRR76_006810-T1	HMPREF1120_06611
OG0006222	HRR76_002789-T1	HMPREF1120_02664
OG0006223	HRR76_008325-T1	HMPREF1120_08039
OG0006224	HRR76_002650-T1	HMPREF1120_02529
OG0006225	HRR76_000130-T1	HMPREF1120_00134
OG0006226	HRR76_003830-T1	HMPREF1120_03667
OG0006227	HRR76_003694-T1	HMPREF1120_03533
OG0006228	HRR76_008196-T1	HMPREF1120_07910
OG0006229	HRR76_007740-T1	HMPREF1120_07508
OG0006230	HRR76_000570-T1	HMPREF1120_00554
OG0006231	HRR76_002371-T1	HMPREF1120_02271
OG0006232	HRR76_007304-T1	HMPREF1120_07088
OG0006233	HRR76_009245-T2	HMPREF1120_08930
OG0006234	HRR76_007385-T1	HMPREF1120_07164
OG0006235	HRR76_002961-T1	HMPREF1120_02830
OG0006236	HRR76_002090-T1	HMPREF1120_02000
OG0006237	HRR76_007751-T1	HMPREF1120_07519
OG0006238	HRR76_004685-T1	HMPREF1120_04495
OG0006239	HRR76_004604-T1	HMPREF1120_04415
OG0006240	HRR76_004768-T1	HMPREF1120_04574
OG0006241	HRR76_005616-T1	HMPREF1120_05393
OG0006242	HRR76_006910-T1	HMPREF1120_06706
OG0006243	HRR76_003338-T1	HMPREF1120_03180
OG0006244	HRR76_005573-T1	HMPREF1120_05348
OG0006245	HRR76_006100-T1	HMPREF1120_05866
OG0006246	HRR76_005609-T1	HMPREF1120_05386
OG0006247	HRR76_001339-T1	HMPREF1120_01294
OG0006248	HRR76_008165-T1	HMPREF1120_06565
OG0006249	HRR76_008899-T1	HMPREF1120_08578
OG0006250	HRR76_003930-T1	HMPREF1120_03747
OG0006251	HRR76_006318-T1	HMPREF1120_06091
OG0006252	HRR76_005238-T1	HMPREF1120_05034
OG0006253	HRR76_002641-T1	HMPREF1120_02520
OG0006254	HRR76_002267-T1	HMPREF1120_02172
OG0006255	HRR76_007496-T1	HMPREF1120_07274
OG0006256	HRR76_003520-T1	HMPREF1120_03356
OG0006257	HRR76_007299-T1	HMPREF1120_07083
OG0006258	HRR76_001003-T1	HMPREF1120_00971
OG0006259	HRR76_001595-T1	HMPREF1120_01539
OG0006260	HRR76_005133-T1	HMPREF1120_04928
OG0006261	HRR76_008356-T1	HMPREF1120_08070
OG0006262	HRR76_009592-T1	HMPREF1120_09266
OG0006263	HRR76_004638-T1	HMPREF1120_04448
OG0006264	HRR76_007830-T1	HMPREF1120_07603
OG0006265	HRR76_007694-T1	HMPREF1120_07467
OG0006266	HRR76_006371-T1	HMPREF1120_06141
OG0006267	HRR76_001353-T1	HMPREF1120_01306
OG0006268	HRR76_003385-T1	HMPREF1120_03227
OG0006269	HRR76_005825-T1	HMPREF1120_05602
OG0006270	HRR76_008019-T1	HMPREF1120_07779
OG0006271	HRR76_003740-T1	HMPREF1120_03577
OG0006272	HRR76_005507-T1	HMPREF1120_05284
OG0006273	HRR76_008230-T1	HMPREF1120_07942
OG0006274	HRR76_000752-T1	HMPREF1120_00733
OG0006275	HRR76_003304-T1	HMPREF1120_03145
OG0006276	HRR76_008006-T1	HMPREF1120_07768
OG0006277	HRR76_005204-T1	HMPREF1120_04999
OG0006278	HRR76_006322-T1	HMPREF1120_06095
OG0006279	HRR76_004154-T1	HMPREF1120_03963
OG0006280	HRR76_006861-T1	HMPREF1120_06658
OG0006281	HRR76_005285-T1	HMPREF1120_05085
OG0006282	HRR76_003465-T1	HMPREF1120_03305
OG0006283	HRR76_000499-T1	HMPREF1120_00487
OG0006284	HRR76_005414-T1	HMPREF1120_05191
OG0006285	HRR76_006789-T1	HMPREF1120_06548
OG0006286	HRR76_004406-T1	HMPREF1120_04207
OG0006287	HRR76_005159-T2	HMPREF1120_04952
OG0006288	HRR76_004209-T1	HMPREF1120_04013
OG0006289	HRR76_002810-T1	HMPREF1120_02685
OG0006290	HRR76_004419-T1	HMPREF1120_04221
OG0006291	HRR76_005045-T1	HMPREF1120_04839
OG0006292	HRR76_006650-T1	HMPREF1120_06419
OG0006293	HRR76_004552-T1	HMPREF1120_04362
OG0006294	HRR76_004216-T1	HMPREF1120_04020
OG0006295	HRR76_005956-T1	HMPREF1120_05730
OG0006296	HRR76_001077-T1	HMPREF1120_01047
OG0006297	HRR76_002318-T1	HMPREF1120_02221
OG0006298	HRR76_001193-T1	HMPREF1120_01155
OG0006299	HRR76_006641-T1	HMPREF1120_06410
OG0006300	HRR76_001441-T1	HMPREF1120_01389
OG0006301	HRR76_001242-T1	HMPREF1120_01201
OG0006302	HRR76_007930-T1	HMPREF1120_07697
OG0006303	HRR76_006267-T1	HMPREF1120_06041
OG0006304	HRR76_009354-T1	HMPREF1120_09034
OG0006305	HRR76_001298-T2	HMPREF1120_01254
OG0006306	HRR76_005925-T1	HMPREF1120_05701
OG0006307	HRR76_007054-T1	HMPREF1120_06850
OG0006308	HRR76_003496-T1	HMPREF1120_03332
OG0006309	HRR76_001082-T1	HMPREF1120_01051
OG0006310	HRR76_000265-T1	HMPREF1120_00264
OG0006311	HRR76_007520-T1	HMPREF1120_07297
OG0006312	HRR76_003299-T1	HMPREF1120_03140
OG0006313	HRR76_000314-T1	HMPREF1120_00307
OG0006314	HRR76_008563-T1	HMPREF1120_08272
OG0006315	HRR76_006961-T1	HMPREF1120_06755
OG0006316	HRR76_009038-T1	HMPREF1120_08716
OG0006317	HRR76_006090-T1	HMPREF1120_05856
OG0006318	HRR76_005175-T1	HMPREF1120_04970
OG0006319	HRR76_003751-T1	HMPREF1120_03589
OG0006320	HRR76_006162-T1	HMPREF1120_05929
OG0006321	HRR76_002100-T1	HMPREF1120_02010
OG0006322	HRR76_006564-T1	HMPREF1120_06334
OG0006323	HRR76_008580-T1	HMPREF1120_08291
OG0006324	HRR76_002910-T1	HMPREF1120_02784
OG0006325	HRR76_004394-T1	HMPREF1120_04195
OG0006326	HRR76_007338-T1	HMPREF1120_07117
OG0006327	HRR76_005856-T1	HMPREF1120_05633
OG0006328	HRR76_007074-T1	HMPREF1120_06870
OG0006329	HRR76_002001-T1	HMPREF1120_01927
OG0006330	HRR76_004831-T1	HMPREF1120_04636
OG0006331	HRR76_008444-T1	HMPREF1120_08156
OG0006332	HRR76_003722-T1	HMPREF1120_03559
OG0006333	HRR76_002012-T1	HMPREF1120_01937
OG0006334	HRR76_004587-T1	HMPREF1120_04397
OG0006335	HRR76_004824-T1	HMPREF1120_04630
OG0006336	HRR76_001388-T1	HMPREF1120_01338
OG0006337	HRR76_006191-T1	HMPREF1120_05956
OG0006338	HRR76_009374-T1	HMPREF1120_09053
OG0006339	HRR76_008015-T1	HMPREF1120_07775
OG0006340	HRR76_006443-T1	HMPREF1120_06209
OG0006341	HRR76_006992-T1	HMPREF1120_06785
OG0006342	HRR76_000495-T2	HMPREF1120_00483
OG0006343	HRR76_005486-T1	HMPREF1120_05263
OG0006344	HRR76_008703-T1	HMPREF1120_08407
OG0006345	HRR76_001980-T1	HMPREF1120_01907
OG0006346	HRR76_003266-T1	HMPREF1120_03108
OG0006347	HRR76_004044-T1	HMPREF1120_03853
OG0006348	HRR76_005289-T1	HMPREF1120_05089
OG0006349	HRR76_001468-T1	HMPREF1120_01413
OG0006350	HRR76_009332-T1	HMPREF1120_09009
OG0006351	HRR76_006668-T1	HMPREF1120_06435
OG0006352	HRR76_005876-T1	HMPREF1120_05654
OG0006353	HRR76_000787-T1	HMPREF1120_00765
OG0006354	HRR76_007032-T1	HMPREF1120_06826
OG0006355	HRR76_006497-T1	HMPREF1120_06266
OG0006356	HRR76_001697-T1	HMPREF1120_01644
OG0006357	HRR76_004284-T1	HMPREF1120_04086
OG0006358	HRR76_006340-T1	HMPREF1120_06113
OG0006359	HRR76_005049-T1	HMPREF1120_04843
OG0006360	HRR76_006704-T1	HMPREF1120_06468
OG0006361	HRR76_001963-T1	HMPREF1120_01891
OG0006362	HRR76_003771-T1	HMPREF1120_03608
OG0006363	HRR76_004205-T1	HMPREF1120_04010
OG0006364	HRR76_005155-T1	HMPREF1120_04948
OG0006365	HRR76_006785-T1	HMPREF1120_06545
OG0006366	HRR76_004132-T1	HMPREF1120_03943
OG0006367	HRR76_001373-T1	HMPREF1120_01323
OG0006368	HRR76_006848-T1	HMPREF1120_06647
OG0006369	HRR76_000772-T1	HMPREF1120_00750
OG0006370	HRR76_005539-T1	HMPREF1120_05316
OG0006371	HRR76_000466-T1	HMPREF1120_00453
OG0006372	HRR76_003295-T1	HMPREF1120_03136
OG0006373	HRR76_007144-T1	HMPREF1120_06937
OG0006374	HRR76_000269-T1	HMPREF1120_00268
OG0006375	HRR76_005126-T1	HMPREF1120_04921
OG0006376	HRR76_004534-T1	HMPREF1120_04337
OG0006377	HRR76_005929-T1	HMPREF1120_05705
OG0006378	HRR76_002738-T1	HMPREF1120_02615
OG0006379	HRR76_004521-T1	HMPREF1120_04322
OG0006380	HRR76_005767-T1	HMPREF1120_05544
OG0006381	HRR76_006892-T1	HMPREF1120_06689
OG0006382	HRR76_001220-T1	HMPREF1120_01180
OG0006383	HRR76_001880-T1	HMPREF1120_01813
OG0006384	HRR76_004237-T1	HMPREF1120_04042
OG0006385	HRR76_007718-T1	HMPREF1120_07489
OG0006386	HRR76_005179-T1	HMPREF1120_04973
OG0006387	HRR76_006670-T1	HMPREF1120_06437
OG0006388	HRR76_004572-T1	HMPREF1120_04381
OG0006389	HRR76_006028-T1	HMPREF1120_05796
OG0006390	HRR76_001470-T1	HMPREF1120_01415
OG0006391	HRR76_001057-T1	HMPREF1120_01026
OG0006392	HRR76_000386-T1	HMPREF1120_00377
OG0006393	HRR76_004174-T1	HMPREF1120_03979
OG0006394	HRR76_001863-T1	HMPREF1120_01797
OG0006395	HRR76_000734-T1	HMPREF1120_00715
OG0006396	HRR76_000721-T1	HMPREF1120_00702
OG0006397	HRR76_000944-T1	HMPREF1120_00914
OG0006398	HRR76_005553-T1	HMPREF1120_05329
OG0006399	HRR76_001307-T1	HMPREF1120_01262
OG0006400	HRR76_005637-T1	HMPREF1120_05415
OG0006401	HRR76_002668-T1	HMPREF1120_02546
OG0006402	HRR76_008782-T1	HMPREF1120_08482
OG0006403	HRR76_007469-T1	HMPREF1120_07245
OG0006404	HRR76_000541-T1	HMPREF1120_00527
OG0006405	HRR76_002704-T1	HMPREF1120_02581
OG0006406	HRR76_007771-T1	HMPREF1120_07542
OG0006407	HRR76_002497-T1	HMPREF1120_02386
OG0006408	HRR76_002340-T1	HMPREF1120_02240
OG0006409	HRR76_003032-T1	HMPREF1120_02900
OG0006410	HRR76_008329-T1	HMPREF1120_08043
OG0006411	HRR76_002948-T1	HMPREF1120_02819
OG0006412	HRR76_007722-T2	HMPREF1120_07493
OG0006413	HRR76_006001-T1	HMPREF1120_05773
OG0006414	HRR76_006012-T1	HMPREF1120_05780
OG0006415	HRR76_008995-T1	HMPREF1120_08676
OG0006416	HRR76_000664-T1	HMPREF1120_00646
OG0006417	HRR76_004741-T1	HMPREF1120_04551
OG0006418	HRR76_002191-T1	HMPREF1120_02101
OG0006419	HRR76_007389-T1	HMPREF1120_07168
OG0006420	HRR76_002992-T1	HMPREF1120_02860
OG0006421	HRR76_009446-T1	HMPREF1120_09120
OG0006422	HRR76_002443-T1	HMPREF1120_02334
OG0006423	HRR76_001719-T1	HMPREF1120_01665
OG0006424	HRR76_000844-T1	HMPREF1120_00821
OG0006425	HRR76_004689-T1	HMPREF1120_04499
OG0006426	HRR76_001706-T1	HMPREF1120_01653
OG0006427	HRR76_003718-T1	HMPREF1120_03555
OG0006428	HRR76_002670-T1	HMPREF1120_02547
OG0006429	HRR76_002028-T1	HMPREF1120_01954
OG0006430	HRR76_001335-T1	HMPREF1120_01290
OG0006431	HRR76_005605-T1	HMPREF1120_05383
OG0006432	HRR76_008966-T1	HMPREF1120_08645
OG0006433	HRR76_005684-T1	HMPREF1120_05459
OG0006434	HRR76_003542-T1	HMPREF1120_03380
OG0006435	HRR76_002351-T1	HMPREF1120_02250
OG0006436	HRR76_002848-T1	HMPREF1120_02724
OG0006437	HRR76_000550-T1	HMPREF1120_00536
OG0006438	HRR76_000031-T1	HMPREF1120_00039
OG0006439	HRR76_008895-T1	HMPREF1120_08573
OG0006440	HRR76_000024-T1	HMPREF1120_00032
OG0006441	HRR76_008646-T1	HMPREF1120_08353
OG0006442	HRR76_001599-T1	HMPREF1120_01543
OG0006443	HRR76_003598-T1	HMPREF1120_03436
OG0006444	HRR76_002892-T1	HMPREF1120_02767
OG0006445	HRR76_007295-T1	HMPREF1120_07079
OG0006446	HRR76_003144-T1	HMPREF1120_02986
OG0006447	HRR76_006738-T1	HMPREF1120_06498
OG0006448	HRR76_006782-T1	HMPREF1120_06542
OG0006449	HRR76_005152-T1	HMPREF1120_04946
OG0006450	HRR76_004401-T1	HMPREF1120_04201
OG0006451	HRR76_004202-T1	HMPREF1120_04007
OG0006452	HRR76_004211-T1	HMPREF1120_04015
OG0006453	HRR76_001510-T1	HMPREF1120_01453
OG0006454	HRR76_004412-T1	HMPREF1120_04213
OG0006455	HRR76_002703-T1	HMPREF1120_02580
OG0006456	HRR76_007035-T1	HMPREF1120_06829
OG0006457	HRR76_004559-T2	HMPREF1120_04369
OG0006458	HRR76_006866-T1	HMPREF1120_06663
OG0006459	HRR76_006329-T1	HMPREF1120_06102
OG0006460	HRR76_009335-T1	HMPREF1120_09011
OG0006461	HRR76_000943-T1	HMPREF1120_00913
OG0006462	HRR76_000291-T1	HMPREF1120_00289
OG0006463	HRR76_006995-T1	HMPREF1120_06788
OG0006464	HRR76_004107-T1	HMPREF1120_03915
OG0006465	HRR76_006376-T1	HMPREF1120_06145
OG0006466	HRR76_008012-T1	HMPREF1120_07772
OG0006467	HRR76_005257-T1	HMPREF1120_05054
OG0006468	HRR76_004917-T1	HMPREF1120_04718
OG0006469	HRR76_000759-T1	HMPREF1120_00738
OG0006470	HRR76_002015-T1	HMPREF1120_01942
OG0006471	HRR76_000997-T1	HMPREF1120_00964
OG0006472	HRR76_003725-T1	HMPREF1120_03562
OG0006473	HRR76_003073-T1	HMPREF1120_02937
OG0006474	HRR76_000663-T1	HMPREF1120_00645
OG0006475	HRR76_009599-T1	HMPREF1120_05286
OG0006476	HRR76_001790-T1	HMPREF1120_01732
OG0006477	HRR76_005840-T1	HMPREF1120_05617
OG0006478	HRR76_005683-T1	HMPREF1120_05458
OG0006479	HRR76_009307-T1	HMPREF1120_08985
OG0006480	HRR76_003197-T1	HMPREF1120_03041
OG0006481	HRR76_005851-T1	HMPREF1120_05628
OG0006482	HRR76_005660-T2	HMPREF1120_05438
OG0006483	HRR76_006966-T1	HMPREF1120_06760
OG0006484	HRR76_007007-T1	HMPREF1120_06799
OG0006485	HRR76_005392-T1	HMPREF1120_05169
OG0006486	HRR76_004575-T1	HMPREF1120_04384
OG0006487	HRR76_003756-T1	HMPREF1120_03593
OG0006488	HRR76_000843-T1	HMPREF1120_00820
OG0006489	HRR76_006169-T1	HMPREF1120_05937
OG0006490	HRR76_004817-T1	HMPREF1120_04623
OG0006491	HRR76_006777-T1	HMPREF1120_06537
OG0006492	HRR76_003491-T1	HMPREF1120_03327
OG0006493	HRR76_003292-T1	HMPREF1120_03133
OG0006494	HRR76_008738-T1	HMPREF1120_08442
OG0006495	HRR76_000897-T1	HMPREF1120_00869
OG0006496	HRR76_007545-T1	HMPREF1120_07320
OG0006497	HRR76_000775-T1	HMPREF1120_00752
OG0006498	HRR76_003248-T1	HMPREF1120_03089
OG0006499	HRR76_006646-T1	HMPREF1120_06415
OG0006500	HRR76_001446-T1	HMPREF1120_01393
OG0006501	HRR76_005940-T1	HMPREF1120_05716
OG0006502	HRR76_004135-T1	HMPREF1120_03946
OG0006503	HRR76_002376-T1	HMPREF1120_02276
OG0006504	HRR76_006444-T1	HMPREF1120_06210
OG0006505	HRR76_002995-T1	HMPREF1120_02862
OG0006506	HRR76_005730-T1	HMPREF1120_05502
OG0006507	HRR76_008948-T1	HMPREF1120_08629
OG0006508	HRR76_008992-T1	HMPREF1120_08673
OG0006509	HRR76_004097-T1	HMPREF1120_03905
OG0006510	HRR76_008443-T1	HMPREF1120_08155
OG0006511	HRR76_007725-T1	HMPREF1120_07496
OG0006512	HRR76_009220-T1	HMPREF1120_08900
OG0006513	HRR76_008668-T1	HMPREF1120_08373
OG0006514	HRR76_003035-T1	HMPREF1120_02904
OG0006515	HRR76_002782-T1	HMPREF1120_02658
OG0006516	HRR76_009470-T1	HMPREF1120_09145
OG0006517	HRR76_004283-T1	HMPREF1120_04085
OG0006518	HRR76_009057-T1	HMPREF1120_08735
OG0006519	HRR76_001964-T1	HMPREF1120_01892
OG0006520	HRR76_002329-T1	HMPREF1120_02231
OG0006521	HRR76_007357-T1	HMPREF1120_07136
OG0006522	HRR76_002866-T1	HMPREF1120_02742
OG0006523	HRR76_008704-T1	HMPREF1120_08408
OG0006524	HRR76_004043-T1	HMPREF1120_03852
OG0006525	HRR76_008497-T1	HMPREF1120_08211
OG0006526	HRR76_004188-T1	HMPREF1120_03992
OG0006527	HRR76_004260-T1	HMPREF1120_04062
OG0006528	HRR76_008340-T1	HMPREF1120_08054
OG0006529	HRR76_004533-T1	HMPREF1120_04335
OG0006530	HRR76_002777-T1	HMPREF1120_02653
OG0006531	HRR76_007292-T1	HMPREF1120_07076
OG0006532	HRR76_002895-T1	HMPREF1120_02770
OG0006533	HRR76_004428-T1	HMPREF1120_04232
OG0006534	HRR76_007143-T1	HMPREF1120_06936
OG0006535	HRR76_008351-T1	HMPREF1120_08065
OG0006536	HRR76_008848-T1	HMPREF1120_08548
OG0006537	HRR76_007088-T1	HMPREF1120_06884
OG0006538	HRR76_004923-T1	HMPREF1120_04725
OG0006539	HRR76_001374-T1	HMPREF1120_01324
OG0006540	HRR76_003545-T1	HMPREF1120_03383
OG0006541	HRR76_007248-T1	HMPREF1120_07031
OG0006542	HRR76_000733-T1	HMPREF1120_00714
OG0006543	HRR76_007197-T1	HMPREF1120_06989
OG0006544	HRR76_005611-T1	HMPREF1120_05388
OG0006545	HRR76_008670-T1	HMPREF1120_08375
OG0006546	HRR76_008028-T1	HMPREF1120_07788
OG0006547	HRR76_005602-T1	HMPREF1120_05380
OG0006548	HRR76_009468-T1	HMPREF1120_09143
OG0006549	HRR76_001332-T1	HMPREF1120_01287
OG0006550	HRR76_004173-T1	HMPREF1120_03978
OG0006551	HRR76_001864-T1	HMPREF1120_01798
OG0006552	HRR76_007756-T1	HMPREF1120_07525
OG0006553	HRR76_002169-T1	HMPREF1120_02079
OG0006554	HRR76_003007-T1	HMPREF1120_02874
OG0006555	HRR76_004278-T1	HMPREF1120_04080
OG0006556	HRR76_007576-T1	HMPREF1120_07348
OG0006557	HRR76_009218-T1	HMPREF1120_08898
OG0006558	HRR76_000746-T1	HMPREF1120_00727
OG0006559	HRR76_007613-T1	HMPREF1120_07383
OG0006560	HRR76_006675-T1	HMPREF1120_06442
OG0006561	HRR76_001804-T1	HMPREF1120_01745
OG0006562	HRR76_006099-T1	HMPREF1120_05865
OG0006563	HRR76_003681-T1	HMPREF1120_03518
OG0006564	HRR76_005390-T1	HMPREF1120_05167
OG0006565	HRR76_009408-T1	HMPREF1120_09084
OG0006566	HRR76_005662-T1	HMPREF1120_05440
OG0006567	HRR76_005447-T1	HMPREF1120_05225
OG0006568	HRR76_002906-T1	HMPREF1120_02780
OG0006569	HRR76_009113-T1	HMPREF1120_08787
OG0006570	HRR76_002116-T1	HMPREF1120_02026
OG0006571	HRR76_000677-T1	HMPREF1120_00659
OG0006572	HRR76_008589-T1	HMPREF1120_08299
OG0006573	HRR76_002109-T1	HMPREF1120_02019
OG0006574	HRR76_004546-T1	HMPREF1120_04356
OG0006575	HRR76_005942-T1	HMPREF1120_05718
OG0006576	HRR76_005493-T1	HMPREF1120_05270
OG0006577	HRR76_007939-T1	HMPREF1120_07705
OG0006578	HRR76_007136-T1	HMPREF1120_06929
OG0006579	HRR76_000258-T1	HMPREF1120_00259
OG0006580	HRR76_007529-T1	HMPREF1120_07304
OG0006581	HRR76_003290-T1	HMPREF1120_03132
OG0006582	HRR76_002557-T1	HMPREF1120_02440
OG0006583	HRR76_000153-T1	HMPREF1120_00158
OG0006584	HRR76_005998-T1	HMPREF1120_05771
OG0006585	HRR76_002633-T1	HMPREF1120_02512
OG0006586	HRR76_000347-T1	HMPREF1120_00339
OG0006587	HRR76_003953-T1	HMPREF1120_03769
OG0006588	HRR76_008608-T1	HMPREF1120_08319
OG0006589	HRR76_000490-T1	HMPREF1120_00477
OG0006590	HRR76_006763-T1	HMPREF1120_06522
OG0006591	HRR76_001904-T1	HMPREF1120_01836
OG0006592	HRR76_001114-T1	HMPREF1120_01080
OG0006593	HRR76_006659-T1	HMPREF1120_06426
OG0006594	HRR76_002806-T1	HMPREF1120_02681
OG0006595	HRR76_006345-T1	HMPREF1120_06117
OG0006596	HRR76_001459-T1	HMPREF1120_01404
OG0006597	HRR76_001512-T1	HMPREF1120_01455
OG0006598	HRR76_001256-T1	HMPREF1120_01213
OG0006599	HRR76_004410-T1	HMPREF1120_04211
OG0006600	HRR76_001501-T2	HMPREF1120_01444
OG0006601	HRR76_006780-T1	HMPREF1120_06540
